sno,SrNo,vno,Ayah,words,en,wc,Place
21,2521,39,لو يعلم الذين كفروا حين لا يكفون عن وجوههم النار ولا عن ظهورهم ولا هم ينصرون,16,"If only the Unbelievers knew (the time) when they will not be able to ward off the fire from their faces, nor yet from their backs, and (when) no help can reach them!",16,Meccan
21,2522,40,بل تأتيهم بغتة فتبهتهم فلا يستطيعون ردها ولا هم ينظرون,10,"Nay, it may come to them all of a sudden and confound them: no power will they have then to avert it, nor will they (then) get respite.",10,Meccan
21,2523,41,ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,13,Mocked were (many) messenger before thee; But their scoffers were hemmed in by the thing that they mocked.,13,Meccan
21,2524,42,قل من يكلؤكم بالليل والنهار من الرحمن بل هم عن ذكر ربهم معرضون,13,"Say: ""Who can keep you safe by night and by day from (the Wrath of) (Allah) Most Gracious?"" Yet they turn away from the mention of their Lord.",13,Meccan
21,2525,43,أم لهم آلهة تمنعهم من دوننا لا يستطيعون نصر أنفسهم ولا هم منا يصحبون,14,"Or have they gods that can guard them from Us? They have no power to aid themselves, nor can they be defended from Us.",14,Meccan
21,2526,44,بل متعنا هؤلاء وآباءهم حتى طال عليهم العمر أفلا يرون أنا نأتي الأرض ننقصها من أطرافها أفهم الغالبون,18,"Nay, We gave the good things of this life to these men and their fathers until the period grew long for them; See they not that We gradually reduce the land (in their control) from its outlying borders? Is it then they who will win?",18,Meccan
21,2527,45,قل إنما أنذركم بالوحي ولا يسمع الصم الدعاء إذا ما ينذرون,11,"Say, ""I do but warn you according to revelation"": But the deaf will not hear the call, (even) when they are warned!",11,Meccan
21,2528,46,ولئن مستهم نفحة من عذاب ربك ليقولن يا ويلنا إنا كنا ظالمين,12,"If but a breath of the Wrath of thy Lord do touch them, they will then say, ""Woe to us! we did wrong indeed!""",12,Meccan
21,2529,47,ونضع الموازين القسط ليوم القيامة فلا تظلم نفس شيئا وإن كان مثقال حبة من خردل أتينا بها وكفى بنا حاسبين,20,"We shall set up scales of justice for the Day of Judgment, so that not a soul will be dealt with unjustly in the least, and if there be (no more than) the weight of a mustard seed, We will bring it (to account): and enough are We to take account.",20,Meccan
21,2530,48,ولقد آتينا موسى وهارون الفرقان وضياء وذكرا للمتقين,8,"In the past We granted to Moses and Aaron the criterion (for judgment), and a Light and a Message for those who would do right,-",8,Meccan
21,2531,49,الذين يخشون ربهم بالغيب وهم من الساعة مشفقون,8,"Those who fear their Lord in their most secret thoughts, and who hold the Hour (of Judgment) in awe.",8,Meccan
21,2532,50,وهذا ذكر مبارك أنزلناه أفأنتم له منكرون,7,And this is a blessed Message which We have sent down: will ye then reject it?,7,Meccan
21,2533,51,ولقد آتينا إبراهيم رشده من قبل وكنا به عالمين,9,"We bestowed aforetime on Abraham his rectitude of conduct, and well were We acquainted with him.",9,Meccan
21,2534,52,إذ قال لأبيه وقومه ما هذه التماثيل التي أنتم لها عاكفون,11,"Behold! he said to his father and his people, ""What are these images, to which ye are (so assiduously) devoted?""",11,Meccan
21,2535,53,قالوا وجدنا آباءنا لها عابدين,5,"They said, ""We found our fathers worshipping them.""",5,Meccan
21,2536,54,قال لقد كنتم أنتم وآباؤكم في ضلال مبين,8,"He said, ""Indeed ye have been in manifest error - ye and your fathers.""",8,Meccan
21,2537,55,قالوا أجئتنا بالحق أم أنت من اللاعبين,7,"They said, ""Have you brought us the Truth, or are you one of those who jest?""",7,Meccan
21,2538,56,قال بل ربكم رب السماوات والأرض الذي فطرهن وأنا على ذلكم من الشاهدين,13,"He said, ""Nay, your Lord is the Lord of the heavens and the earth, He Who created them (from nothing): and I am a witness to this (Truth).",13,Meccan
21,2539,57,وتالله لأكيدن أصنامكم بعد أن تولوا مدبرين,7,"""And by Allah, I have a plan for your idols - after ye go away and turn your backs""..",7,Meccan
21,2540,58,فجعلهم جذاذا إلا كبيرا لهم لعلهم إليه يرجعون,8,"So he broke them to pieces, (all) but the biggest of them, that they might turn (and address themselves) to it.",8,Meccan
21,2541,59,قالوا من فعل هذا بآلهتنا إنه لمن الظالمين,8,"They said, ""Who has done this to our gods? He must indeed be some man of impiety!""",8,Meccan
21,2542,60,قالوا سمعنا فتى يذكرهم يقال له إبراهيم,7,"They said, ""We heard a youth talk of them: He is called Abraham.""",7,Meccan
21,2543,61,قالوا فأتوا به على أعين الناس لعلهم يشهدون,8,"They said, ""Then bring him before the eyes of the people, that they may bear witness.""",8,Meccan
21,2544,62,قالوا أأنت فعلت هذا بآلهتنا يا إبراهيم,7,"They said, ""Art thou the one that did this with our gods, O Abraham?""",7,Meccan
21,2545,63,قال بل فعله كبيرهم هذا فاسألوهم إن كانوا ينطقون,9,"He said: ""Nay, this was done by - this is their biggest one! ask them, if they can speak intelligently!""",9,Meccan
21,2546,64,فرجعوا إلى أنفسهم فقالوا إنكم أنتم الظالمون,7,"So they turned to themselves and said, ""Surely ye are the ones in the wrong!""",7,Meccan
21,2547,65,ثم نكسوا على رءوسهم لقد علمت ما هؤلاء ينطقون,9,"Then were they confounded with shame: (they said), ""Thou knowest full well that these (idols) do not speak!""",9,Meccan
21,2548,66,قال أفتعبدون من دون الله ما لا ينفعكم شيئا ولا يضركم,11,"(Abraham) said, ""Do ye then worship, besides Allah, things that can neither be of any good to you nor do you harm?",11,Meccan
21,2549,67,أف لكم ولما تعبدون من دون الله أفلا تعقلون,9,"""Fie upon you, and upon the things that ye worship besides Allah! Have ye no sense?""..",9,Meccan
21,2550,68,قالوا حرقوه وانصروا آلهتكم إن كنتم فاعلين,7,"They said, ""Burn him and protect your gods, If ye do (anything at all)!""",7,Meccan
21,2551,69,قلنا يا نار كوني بردا وسلاما على إبراهيم,8,"We said, ""O Fire! be thou cool, and (a means of) safety for Abraham!""",8,Meccan
21,2552,70,وأرادوا به كيدا فجعلناهم الأخسرين,5,Then they sought a stratagem against him: but We made them the ones that lost most!,5,Meccan
21,2553,71,ونجيناه ولوطا إلى الأرض التي باركنا فيها للعالمين,8,But We delivered him and (his nephew) Lut (and directed them) to the land which We have blessed for the nations.,8,Meccan
21,2554,72,ووهبنا له إسحاق ويعقوب نافلة وكلا جعلنا صالحين,8,"And We bestowed on him Isaac and, as an additional gift, (a grandson), Jacob, and We made righteous men of every one (of them).",8,Meccan
21,2555,73,وجعلناهم أئمة يهدون بأمرنا وأوحينا إليهم فعل الخيرات وإقام الصلاة وإيتاء الزكاة وكانوا لنا عابدين,15,"And We made them leaders, guiding (men) by Our Command, and We sent them inspiration to do good deeds, to establish regular prayers, and to practise regular charity; and they constantly served Us (and Us only).",15,Meccan
21,2556,74,ولوطا آتيناه حكما وعلما ونجيناه من القرية التي كانت تعمل الخبائث إنهم كانوا قوم سوء فاسقين,16,"And to Lut, too, We gave Judgment and Knowledge, and We saved him from the town which practised abominations: truly they were a people given to Evil, a rebellious people.",16,Meccan
21,2557,75,وأدخلناه في رحمتنا إنه من الصالحين,6,And We admitted him to Our Mercy: for he was one of the Righteous.,6,Meccan
21,2558,76,ونوحا إذ نادى من قبل فاستجبنا له فنجيناه وأهله من الكرب العظيم,12,"(Remember) Noah, when he cried (to Us) aforetime: We listened to his (prayer) and delivered him and his family from great distress.",12,Meccan
21,2559,77,ونصرناه من القوم الذين كذبوا بآياتنا إنهم كانوا قوم سوء فأغرقناهم أجمعين,12,We helped him against people who rejected Our Signs: truly they were a people given to Evil: so We drowned them (in the Flood) all together.,12,Meccan
21,2560,78,وداوود وسليمان إذ يحكمان في الحرث إذ نفشت فيه غنم القوم وكنا لحكمهم شاهدين,14,"And remember David and Solomon, when they gave judgment in the matter of the field into which the sheep of certain people had strayed by night: We did witness their judgment.",14,Meccan
21,2561,79,ففهمناها سليمان وكلا آتينا حكما وعلما وسخرنا مع داوود الجبال يسبحن والطير وكنا فاعلين,14,"To Solomon We inspired the (right) understanding of the matter: to each (of them) We gave Judgment and Knowledge; it was Our power that made the hills and the birds celebrate Our praises, with David: it was We Who did (all these things).",14,Meccan
21,2562,80,وعلمناه صنعة لبوس لكم لتحصنكم من بأسكم فهل أنتم شاكرون,10,"It was We Who taught him the making of coats of mail for your benefit, to guard you from each other's violence: will ye then be grateful?",10,Meccan
21,2563,81,ولسليمان الريح عاصفة تجري بأمره إلى الأرض التي باركنا فيها وكنا بكل شيء عالمين,14,"(It was Our power that made) the violent (unruly) wind flow (tamely) for Solomon, to his order, to the land which We had blessed: for We do know all things.",14,Meccan
21,2564,82,ومن الشياطين من يغوصون له ويعملون عملا دون ذلك وكنا لهم حافظين,12,"And of the evil ones, were some who dived for him, and did other work besides; and it was We Who guarded them.",12,Meccan
21,2565,83,وأيوب إذ نادى ربه أني مسني الضر وأنت أرحم الراحمين,10,"And (remember) Job, when He cried to his Lord, ""Truly distress has seized me, but Thou art the Most Merciful of those that are merciful.""",10,Meccan
21,2566,84,فاستجبنا له فكشفنا ما به من ضر وآتيناه أهله ومثلهم معهم رحمة من عندنا وذكرى للعابدين,16,"So We listened to him: We removed the distress that was on him, and We restored his people to him, and doubled their number,- as a Grace from Ourselves, and a thing for commemoration, for all who serve Us.",16,Meccan
21,2567,85,وإسماعيل وإدريس وذا الكفل كل من الصابرين,7,"And (remember) Isma'il, Idris, and Zul-kifl, all (men) of constancy and patience;",7,Meccan
21,2568,86,وأدخلناهم في رحمتنا إنهم من الصالحين,6,We admitted them to Our mercy: for they were of the righteous ones.,6,Meccan
21,2569,87,وذا النون إذ ذهب مغاضبا فظن أن لن نقدر عليه فنادى في الظلمات أن لا إله إلا أنت سبحانك إني كنت من الظالمين,23,"And remember Zun-nun, when he departed in wrath: He imagined that We had no power over him! But he cried through the deptHs of darkness, ""There is no god but thou: glory to thee: I was indeed wrong!""",23,Meccan
21,2570,88,فاستجبنا له ونجيناه من الغم وكذلك ننجي المؤمنين,8,So We listened to him: and delivered him from distress: and thus do We deliver those who have faith.,8,Meccan
21,2571,89,وزكريا إذ نادى ربه رب لا تذرني فردا وأنت خير الوارثين,11,"And (remember) Zakariya, when he cried to his Lord: ""O my Lord! leave me not without offspring, though thou art the best of inheritors.""",11,Meccan
21,2572,90,فاستجبنا له ووهبنا له يحيى وأصلحنا له زوجه إنهم كانوا يسارعون في الخيرات ويدعوننا رغبا ورهبا وكانوا لنا خاشعين,19,"So We listened to him: and We granted him Yahya: We cured his wife's (Barrenness) for him. These (three) were ever quick in emulation in good works; they used to call on Us with love and reverence, and humble themselves before Us.",19,Meccan
21,2573,91,والتي أحصنت فرجها فنفخنا فيها من روحنا وجعلناها وابنها آية للعالمين,11,"And (remember) her who guarded her chastity: We breathed into her of Our spirit, and We made her and her son a sign for all peoples.",11,Meccan
21,2574,92,إن هذه أمتكم أمة واحدة وأنا ربكم فاعبدون,8,"Verily, this brotherhood of yours is a single brotherhood, and I am your Lord and Cherisher: therefore serve Me (and no other).",8,Meccan
21,2575,93,وتقطعوا أمرهم بينهم كل إلينا راجعون,6,"But (later generations) cut off their affair (of unity), one from another: (yet) will they all return to Us.",6,Meccan
21,2576,94,فمن يعمل من الصالحات وهو مؤمن فلا كفران لسعيه وإنا له كاتبون,12,"Whoever works any act of righteousness and has faith,- His endeavour will not be rejected: We shall record it in his favour.",12,Meccan
21,2577,95,وحرام على قرية أهلكناها أنهم لا يرجعون,7,"But there is a ban on any population which We have destroyed: that they shall not return,",7,Meccan
21,2578,96,حتى إذا فتحت يأجوج ومأجوج وهم من كل حدب ينسلون,10,"Until the Gog and Magog (people) are let through (their barrier), and they swiftly swarm from every hill.",10,Meccan
21,2579,97,واقترب الوعد الحق فإذا هي شاخصة أبصار الذين كفروا يا ويلنا قد كنا في غفلة من هذا بل كنا ظالمين,20,"Then will the true promise draw nigh (of fulfilment): then behold! the eyes of the Unbelievers will fixedly stare in horror: ""Ah! Woe to us! we were indeed heedless of this; nay, we truly did wrong!""",20,Meccan
21,2580,98,إنكم وما تعبدون من دون الله حصب جهنم أنتم لها واردون,11,"Verily ye, (unbelievers), and the (false) gods that ye worship besides Allah, are (but) fuel for Hell! to it will ye (surely) come!",11,Meccan
21,2581,99,لو كان هؤلاء آلهة ما وردوها وكل فيها خالدون,9,"If these had been gods, they would not have got there! but each one will abide therein.",9,Meccan
21,2582,100,لهم فيها زفير وهم فيها لا يسمعون,7,"There, sobbing will be their lot, nor will they there hear (aught else).",7,Meccan
21,2583,101,إن الذين سبقت لهم منا الحسنى أولئك عنها مبعدون,9,"Those for whom the good (record) from Us has gone before, will be removed far therefrom.",9,Meccan
21,2584,102,لا يسمعون حسيسها وهم في ما اشتهت أنفسهم خالدون,9,"Not the slightest sound will they hear of Hell: what their souls desired, in that will they dwell.",9,Meccan
21,2585,103,لا يحزنهم الفزع الأكبر وتتلقاهم الملائكة هذا يومكم الذي كنتم توعدون,11,"The Great Terror will bring them no grief: but the angels will meet them (with mutual greetings): ""This is your Day,- (the Day) that ye were promised.""",11,Meccan
21,2586,104,يوم نطوي السماء كطي السجل للكتب كما بدأنا أول خلق نعيده وعدا علينا إنا كنا فاعلين,16,"The Day that We roll up the heavens like a scroll rolled up for books (completed),- even as We produced the first creation, so shall We produce a new one: a promise We have undertaken: truly shall We fulfil it.",16,Meccan
21,2587,105,ولقد كتبنا في الزبور من بعد الذكر أن الأرض يرثها عبادي الصالحون,12,"Before this We wrote in the Psalms, after the Message (given to Moses): My servants the righteous, shall inherit the earth.""",12,Meccan
21,2588,106,إن في هذا لبلاغا لقوم عابدين,6,Verily in this (Qur'an) is a Message for people who would (truly) worship Allah.,6,Meccan
21,2589,107,وما أرسلناك إلا رحمة للعالمين,5,"We sent thee not, but as a Mercy for all creatures.",5,Meccan
21,2590,108,قل إنما يوحى إلي أنما إلهكم إله واحد فهل أنتم مسلمون,11,"Say: ""What has come to me by inspiration is that your Allah is One Allah: will ye therefore bow to His Will (in Islam)?""",11,Meccan
21,2591,109,فإن تولوا فقل آذنتكم على سواء وإن أدري أقريب أم بعيد ما توعدون,13,"But if they turn back, Say: ""I have proclaimed the Message to you all alike and in truth; but I know not whether that which ye are promised is near or far.",13,Meccan
21,2592,110,إنه يعلم الجهر من القول ويعلم ما تكتمون,8,"""It is He Who knows what is open in speech and what ye hide (in your hearts).",8,Meccan
21,2593,111,وإن أدري لعله فتنة لكم ومتاع إلى حين,8,"""I know not but that it may be a trial for you, and a grant of (worldly) livelihood (to you) for a time.""",8,Meccan
21,2594,112,قال رب احكم بالحق وربنا الرحمن المستعان على ما تصفون,10,"Say: ""O my Lord! judge Thou in truth!"" ""Our Lord Most Gracious is the One Whose assistance should be sought against the blasphemies ye utter!""",10,Meccan
22,2595,1,بسم الله الرحمن الرحيم يا أيها الناس اتقوا ربكم إن زلزلة الساعة شيء عظيم,14,O mankind! fear your Lord! for the convulsion of the Hour (of Judgment) will be a thing terrible!,10,Medinan
22,2596,2,يوم ترونها تذهل كل مرضعة عما أرضعت وتضع كل ذات حمل حملها وترى الناس سكارى وما هم بسكارى ولكن عذاب الله شديد,22,"The Day ye shall see it, every mother giving suck shall forget her suckling-babe, and every pregnant female shall drop her load (unformed): thou shalt see mankind as in a drunken riot, yet not drunk: but dreadful will be the Wrath of Allah.",22,Medinan
22,2597,3,ومن الناس من يجادل في الله بغير علم ويتبع كل شيطان مريد,12,"And yet among men there are such as dispute about Allah, without knowledge, and follow every evil one obstinate in rebellion!",12,Medinan
22,2598,4,كتب عليه أنه من تولاه فأنه يضله ويهديه إلى عذاب السعير,11,"About the (Evil One) it is decreed that whoever turns to him for friendship, him will he lead astray, and he will guide him to the Penalty of the Fire.",11,Medinan
22,2599,5,يا أيها الناس إن كنتم في ريب من البعث فإنا خلقناكم من تراب ثم من نطفة ثم من علقة ثم من مضغة مخلقة وغير مخلقة لنبين لكم ونقر في الأرحام ما نشاء إلى أجل مسمى ثم نخرجكم طفلا ثم لتبلغوا أشدكم ومنكم من يتوفى ومنكم من يرد إلى أرذل العمر لكيلا يعلم من بعد علم شيئا وترى الأرض هامدة فإذا أنزلنا عليها الماء اهتزت وربت وأنبتت من كل زوج بهيج,70,"O mankind! if ye have a doubt about the Resurrection, (consider) that We created you out of dust, then out of sperm, then out of a leech-like clot, then out of a morsel of flesh, partly formed and partly unformed, in order that We may manifest (our power) to you; and We cause whom We will to rest in the wombs for an appointed term, then do We bring you out as babes, then (foster you) that ye may reach your age of full strength; and some of you are called to die, and some are sent back to the feeblest old age, so that they know nothing after having known (much), and (further), thou seest the earth barren and lifeless, but when We pour down rain on it, it is stirred (to life), it swells, and it puts forth every kind of beautiful growth (in pairs).",70,Medinan
22,2600,6,ذلك بأن الله هو الحق وأنه يحيي الموتى وأنه على كل شيء قدير,13,"This is so, because Allah is the Reality: it is He Who gives life to the dead, and it is He Who has power over all things.",13,Medinan
22,2601,7,وأن الساعة آتية لا ريب فيها وأن الله يبعث من في القبور,12,"And verily the Hour will come: there can be no doubt about it, or about (the fact) that Allah will raise up all who are in the graves.",12,Medinan
22,2602,8,ومن الناس من يجادل في الله بغير علم ولا هدى ولا كتاب منير,13,"Yet there is among men such a one as disputes about Allah, without Knowledge, without Guidance, and without a Book of Enlightenment,-",13,Medinan
22,2603,9,ثاني عطفه ليضل عن سبيل الله له في الدنيا خزي ونذيقه يوم القيامة عذاب الحريق,15,"(Disdainfully) bending his side, in order to lead (men) astray from the Path of Allah: for him there is disgrace in this life, and on the Day of Judgment We shall make him taste the Penalty of burning (Fire).",15,Medinan
22,2604,10,ذلك بما قدمت يداك وأن الله ليس بظلام للعبيد,9,"(It will be said): ""This is because of the deeds which thy hands sent forth, for verily Allah is not unjust to His servants.",9,Medinan
22,2605,11,ومن الناس من يعبد الله على حرف فإن أصابه خير اطمأن به وإن أصابته فتنة انقلب على وجهه خسر الدنيا والآخرة ذلك هو الخسران المبين,25,"There are among men some who serve Allah, as it were, on the verge: if good befalls them, they are, therewith, well content; but if a trial comes to them, they turn on their faces: they lose both this world and the Hereafter: that is loss for all to see!",25,Medinan
22,2606,12,يدعو من دون الله ما لا يضره وما لا ينفعه ذلك هو الضلال البعيد,14,"They call on such deities, besides Allah, as can neither hurt nor profit them: that is straying far indeed (from the Way)!",14,Medinan
22,2607,13,يدعو لمن ضره أقرب من نفعه لبئس المولى ولبئس العشير,10,"(Perhaps) they call on one whose hurt is nearer than his profit: evil, indeed, is the patron, and evil the companion (or help)!",10,Medinan
22,2608,14,إن الله يدخل الذين آمنوا وعملوا الصالحات جنات تجري من تحتها الأنهار إن الله يفعل ما يريد,17,"Verily Allah will admit those who believe and work righteous deeds, to Gardens, beneath which rivers flow: for Allah carries out all that He plans.",17,Medinan
22,2609,15,من كان يظن أن لن ينصره الله في الدنيا والآخرة فليمدد بسبب إلى السماء ثم ليقطع فلينظر هل يذهبن كيده ما يغيظ,22,"If any think that Allah will not help him (His Messenger) in this world and the Hereafter, let him stretch out a rope to the ceiling and cut (himself) off: then let him see whether his plan will remove that which enrages (him)!",22,Medinan
22,2610,16,وكذلك أنزلناه آيات بينات وأن الله يهدي من يريد,9,Thus have We sent down Clear Signs; and verily Allah doth guide whom He will!,9,Medinan
22,2611,17,إن الذين آمنوا والذين هادوا والصابئين والنصارى والمجوس والذين أشركوا إن الله يفصل بينهم يوم القيامة إن الله على كل شيء شهيد,22,"Those who believe (in the Qur'an), those who follow the Jewish (scriptures), and the Sabians, Christians, Magians, and Polytheists,- Allah will judge between them on the Day of Judgment: for Allah is witness of all things.",22,Medinan
22,2612,18,ألم تر أن الله يسجد له من في السماوات ومن في الأرض والشمس والقمر والنجوم والجبال والشجر والدواب وكثير من الناس وكثير حق عليه العذاب ومن يهن الله فما له من مكرم إن الله يفعل ما يشاء,37,"Seest thou not that to Allah bow down in worship all things that are in the heavens and on earth,- the sun, the moon, the stars; the hills, the trees, the animals; and a great number among mankind? But a great number are (also) such as are fit for Punishment: and such as Allah shall disgrace,- None can raise to honour: for Allah carries out all that He wills.",37,Medinan
22,2613,19,هذان خصمان اختصموا في ربهم فالذين كفروا قطعت لهم ثياب من نار يصب من فوق رءوسهم الحميم,17,"These two antagonists dispute with each other about their Lord: But those who deny (their Lord),- for them will be cut out a garment of Fire: over their heads will be poured out boiling water.",17,Medinan
22,2614,20,يصهر به ما في بطونهم والجلود,6,"With it will be scalded what is within their bodies, as well as (their) skins.",6,Medinan
22,2615,21,ولهم مقامع من حديد,4,In addition there will be maces of iron (to punish) them.,4,Medinan
22,2616,22,كلما أرادوا أن يخرجوا منها من غم أعيدوا فيها وذوقوا عذاب الحريق,12,"Every time they wish to get away therefrom, from anguish, they will be forced back therein, and (it will be said), ""Taste ye the Penalty of Burning!""",12,Medinan
22,2617,23,إن الله يدخل الذين آمنوا وعملوا الصالحات جنات تجري من تحتها الأنهار يحلون فيها من أساور من ذهب ولؤلؤا ولباسهم فيها حرير,22,"Allah will admit those who believe and work righteous deeds, to Gardens beneath which rivers flow: they shall be adorned therein with bracelets of gold and pearls; and their garments there will be of silk.",22,Medinan
22,2618,24,وهدوا إلى الطيب من القول وهدوا إلى صراط الحميد,9,For they have been guided (in this life) to the purest of speeches; they have been guided to the Path of Him Who is Worthy of (all) Praise.,9,Medinan
22,2619,25,إن الذين كفروا ويصدون عن سبيل الله والمسجد الحرام الذي جعلناه للناس سواء العاكف فيه والباد ومن يرد فيه بإلحاد بظلم نذقه من عذاب أليم,25,"As to those who have rejected (Allah), and would keep back (men) from the Way of Allah, and from the Sacred Mosque, which We have made (open) to (all) men - equal is the dweller there and the visitor from the country - and any whose purpose therein is profanity or wrong-doing - them will We cause to taste of a most Grievous Penalty.",25,Medinan
22,2620,26,وإذ بوأنا لإبراهيم مكان البيت أن لا تشرك بي شيئا وطهر بيتي للطائفين والقائمين والركع السجود,16,"Behold! We gave the site, to Abraham, of the (Sacred) House, (saying): ""Associate not anything (in worship) with Me; and sanctify My House for those who compass it round, or stand up, or bow, or prostrate themselves (therein in prayer).",16,Medinan
22,2621,27,وأذن في الناس بالحج يأتوك رجالا وعلى كل ضامر يأتين من كل فج عميق,14,"""And proclaim the Pilgrimage among men: they will come to thee on foot and (mounted) on every kind of camel, lean on account of journeys through deep and distant mountain highways;",14,Medinan
22,2622,28,ليشهدوا منافع لهم ويذكروا اسم الله في أيام معلومات على ما رزقهم من بهيمة الأنعام فكلوا منها وأطعموا البائس الفقير,20,"""That they may witness the benefits (provided) for them, and celebrate the name of Allah, through the Days appointed, over the cattle which He has provided for them (for sacrifice): then eat ye thereof and feed the distressed ones in want.",20,Medinan
22,2623,29,ثم ليقضوا تفثهم وليوفوا نذورهم وليطوفوا بالبيت العتيق,8,"""Then let them complete the rites prescribed for them, perform their vows, and (again) circumambulate the Ancient House.""",8,Medinan
22,2624,30,ذلك ومن يعظم حرمات الله فهو خير له عند ربه وأحلت لكم الأنعام إلا ما يتلى عليكم فاجتنبوا الرجس من الأوثان واجتنبوا قول الزور,24,"Such (is the Pilgrimage): whoever honours the sacred rites of Allah, for him it is good in the Sight of his Lord. Lawful to you (for food in Pilgrimage) are cattle, except those mentioned to you (as exception): but shun the abomination of idols, and shun the word that is false,-",24,Medinan
22,2625,31,حنفاء لله غير مشركين به ومن يشرك بالله فكأنما خر من السماء فتخطفه الطير أو تهوي به الريح في مكان سحيق,21,"Being true in faith to Allah, and never assigning partners to Him: if anyone assigns partners to Allah, is as if he had fallen from heaven and been snatched up by birds, or the wind had swooped (like a bird on its prey) and thrown him into a far-distant place.",21,Medinan
22,2626,32,ذلك ومن يعظم شعائر الله فإنها من تقوى القلوب,9,"Such (is his state): and whoever holds in honour the symbols of Allah, (in the sacrifice of animals), such (honour) should come truly from piety of heart.",9,Medinan
22,2627,33,لكم فيها منافع إلى أجل مسمى ثم محلها إلى البيت العتيق,11,In them ye have benefits for a term appointed: in the end their place of sacrifice is near the Ancient House.,11,Medinan
22,2628,34,ولكل أمة جعلنا منسكا ليذكروا اسم الله على ما رزقهم من بهيمة الأنعام فإلهكم إله واحد فله أسلموا وبشر المخبتين,20,"To every people did We appoint rites (of sacrifice), that they might celebrate the name of Allah over the sustenance He gave them from animals (fit for food). But your god is One God: submit then your wills to Him (in Islam): and give thou the good news to those who humble themselves,-",20,Medinan
22,2629,35,الذين إذا ذكر الله وجلت قلوبهم والصابرين على ما أصابهم والمقيمي الصلاة ومما رزقناهم ينفقون,15,"To those whose hearts when Allah is mentioned, are filled with fear, who show patient perseverance over their afflictions, keep up regular prayer, and spend (in charity) out of what We have bestowed upon them.",15,Medinan
22,2630,36,والبدن جعلناها لكم من شعائر الله لكم فيها خير فاذكروا اسم الله عليها صواف فإذا وجبت جنوبها فكلوا منها وأطعموا القانع والمعتر كذلك سخرناها لكم لعلكم تشكرون,27,"The sacrificial camels we have made for you as among the symbols from Allah: in them is (much) good for you: then pronounce the name of Allah over them as they line up (for sacrifice): when they are down on their sides (after slaughter), eat ye thereof, and feed such as (beg not but) live in contentment, and such as beg with due humility: thus have We made animals subject to you, that ye may be grateful.",27,Medinan
22,2631,37,لن ينال الله لحومها ولا دماؤها ولكن يناله التقوى منكم كذلك سخرها لكم لتكبروا الله على ما هداكم وبشر المحسنين,20,"It is not their meat nor their blood, that reaches Allah: it is your piety that reaches Him: He has thus made them subject to you, that ye may glorify Allah for His Guidance to you and proclaim the good news to all who do right.",20,Medinan
22,2632,38,إن الله يدافع عن الذين آمنوا إن الله لا يحب كل خوان كفور,13,"Verily Allah will defend (from ill) those who believe: verily, Allah loveth not any that is a traitor to faith, or show ingratitude.",13,Medinan
22,2633,39,أذن للذين يقاتلون بأنهم ظلموا وإن الله على نصرهم لقدير,10,"To those against whom war is made, permission is given (to fight), because they are wronged;- and verily, Allah is most powerful for their aid;-",10,Medinan
22,2634,40,الذين أخرجوا من ديارهم بغير حق إلا أن يقولوا ربنا الله ولولا دفع الله الناس بعضهم ببعض لهدمت صوامع وبيع وصلوات ومساجد يذكر فيها اسم الله كثيرا ولينصرن الله من ينصره إن الله لقوي عزيز,35,"(They are) those who have been expelled from their homes in defiance of right,- (for no cause) except that they say, ""our Lord is Allah"". Did not Allah check one set of people by means of another, there would surely have been pulled down monasteries, churches, synagogues, and mosques, in which the name of Allah is commemorated in abundant measure. Allah will certainly aid those who aid his (cause);- for verily Allah is full of Strength, Exalted in Might, (able to enforce His Will).",35,Medinan
22,2635,41,الذين إن مكناهم في الأرض أقاموا الصلاة وآتوا الزكاة وأمروا بالمعروف ونهوا عن المنكر ولله عاقبة الأمور,17,"(They are) those who, if We establish them in the land, establish regular prayer and give regular charity, enjoin the right and forbid wrong: with Allah rests the end (and decision) of (all) affairs.",17,Medinan
22,2636,42,وإن يكذبوك فقد كذبت قبلهم قوم نوح وعاد وثمود,9,"If they treat thy (mission) as false, so did the peoples before them (with their prophets),- the People of Noah, and 'Ad and Thamud;",9,Medinan
22,2637,43,وقوم إبراهيم وقوم لوط,4,Those of Abraham and Lut;,4,Medinan
22,2638,44,وأصحاب مدين وكذب موسى فأمليت للكافرين ثم أخذتهم فكيف كان نكير,11,"And the Companions of the Madyan People; and Moses was rejected (in the same way). But I granted respite to the Unbelievers, and (only) after that did I punish them: but how (terrible) was my rejection (of them)!",11,Medinan
22,2639,45,فكأين من قرية أهلكناها وهي ظالمة فهي خاوية على عروشها وبئر معطلة وقصر مشيد,14,"How many populations have We destroyed, which were given to wrong-doing? They tumbled down on their roofs. And how many wells are lying idle and neglected, and castles lofty and well-built?",14,Medinan
22,2640,46,أفلم يسيروا في الأرض فتكون لهم قلوب يعقلون بها أو آذان يسمعون بها فإنها لا تعمى الأبصار ولكن تعمى القلوب التي في الصدور,23,"Do they not travel through the land, so that their hearts (and minds) may thus learn wisdom and their ears may thus learn to hear? Truly it is not their eyes that are blind, but their hearts which are in their breasts.",23,Medinan
